,id,cur_depth_id,cur_hand_weight,cur_hand_id,label,data_dir,now_timegap,mfcc00,mfcc01,mfcc02,mfcc03,mfcc04,mfcc05,mfcc06,mfcc07,mfcc08,mfcc09,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15
0,0,4,34.2,3,0,05_21_16:36:16,0.1,-567.8812,107.10265,-4.02036,11.019676,3.646152,-1.4753152,-0.04833474,14.246826,1.0549741,2.8459544,-2.2180438,1.7255106,-2.9318755,-0.97068006,-10.66489,-3.9199495
1,1,7,51.3,6,0,05_21_16:36:16,0.2,-560.6244,112.43993,0.9768622,9.0155525,5.1558313,-4.719982,-4.348768,14.107987,2.018833,-0.062057614,0.905394,4.148142,-8.524532,-0.0025430322,-3.5693405,5.660035
2,2,10,23.3,8,0,05_21_16:36:16,0.3,-564.67957,107.575134,-1.2307811,13.370663,-0.47134912,-2.0666943,4.898734,16.145914,3.6711955,5.366355,-0.0016150475,1.8306272,-7.027588,1.2461611,-5.010537,2.8246672
3,3,13,50.1,11,0,05_21_16:36:16,0.4,-562.9462,113.165985,0.33370286,8.749128,4.1027718,0.9146455,-0.30756992,9.143213,-2.6030757,4.844411,-0.6552867,0.19118495,-6.2325444,-1.7034222,-6.443302,-1.0195366
4,4,16,72.6,13,0,05_21_16:36:16,0.5,-539.38995,115.10785,-3.7846184,23.16443,10.748791,3.5188422,3.4260032,10.638277,4.4011564,2.0135262,-3.5326717,0.8694273,-5.982471,0.4494645,-4.7543173,-0.054835796
5,5,19,76.7,16,0,05_21_16:36:16,0.6,-502.45682,102.7832,-25.887554,35.408806,22.10567,2.0941215,5.847227,12.619377,-0.14872324,12.606405,5.0582323,4.552062,-9.4221,-3.2521653,-1.7876856,-2.9789953
6,6,22,52.9,18,0,05_21_16:36:16,0.7,-452.6854,90.47957,-42.616127,47.9215,22.161062,1.2033483,8.288124,19.963806,-0.169797,5.8026724,0.40604377,11.022269,-3.5093384,-10.251129,-7.950648,0.15190753
7,7,25,120.2,21,0,05_21_16:36:16,0.8,-457.6982,92.99519,-21.394789,43.16147,19.300049,6.8976755,-1.4879575,10.0815735,-1.70264,16.560091,3.3614154,-5.6824026,-2.53644,4.5998325,-8.865532,-5.930893
8,8,28,115.0,23,0,05_21_16:36:16,0.9,-443.12375,81.968216,-29.380016,34.860634,15.903181,5.9204016,-4.673688,14.356288,17.97327,13.259009,-10.749485,0.5266599,6.513299,-1.595723,-4.9180927,4.2502522
9,9,31,60.2,26,0,05_21_16:36:16,1.0,-459.48273,77.53845,-28.313885,42.327038,13.568657,13.017883,1.9725156,7.3242526,18.130919,10.93977,-13.383009,3.0569477,6.053591,-2.5688074,-5.078746,7.3456593
10,10,34,21.2,28,0,05_21_16:36:16,1.1,-491.7913,99.70027,-9.697408,34.818245,6.5317173,8.278029,4.2998433,12.076609,11.402774,12.944004,1.1327275,3.5722802,1.8547194,-1.29114,-10.085811,-1.1459972
11,11,37,124.1,31,0,05_21_16:36:16,1.2,-483.76434,83.35207,-27.447727,36.8956,9.990242,11.070667,6.3164616,3.9658356,7.3140397,17.921822,-7.7035823,2.3362856,10.253716,-3.3179169,-10.915731,14.326679
12,12,40,63.3,33,0,05_21_16:36:16,1.3,-481.1225,79.47413,-37.676804,37.54457,13.976637,3.3538895,9.938692,14.04562,6.332317,14.991279,-1.3492746,-0.60278785,2.1307273,3.933323,-8.3384285,-3.463738
13,13,43,125.0,36,0,05_21_16:36:16,1.4,-502.7413,98.79346,-17.106426,36.958984,12.105848,2.0979483,10.405741,13.07819,-2.9634662,5.9423895,10.900437,9.589224,-1.9831554,3.94178,-8.708891,-1.3838757
14,14,46,41.2,38,0,05_21_16:36:16,1.5,-500.17,94.35283,-23.759127,42.984467,17.900726,1.0321918,12.6236515,14.47553,-3.1728582,8.59878,8.105425,2.8545647,-2.4397511,3.5020747,0.71916294,7.2245016
15,15,49,42.0,41,0,05_21_16:36:16,1.6,-487.5704,91.64663,-40.111458,33.10486,10.388041,3.7151952,7.9653435,5.985609,2.43295,16.744312,4.6570168,-2.6515574,-6.544573,6.7095804,2.5937896,4.715638
16,16,52,74.4,43,0,05_21_16:36:16,1.7,-500.9222,90.54806,-31.885967,39.79652,20.49527,1.0443937,-0.50165284,9.574631,-3.3280478,7.5891323,1.6152792,2.2369175,-2.8586402,5.913522,-5.5706882,-6.963167
17,17,55,61.4,45,0,05_21_16:36:16,1.8,-486.9818,96.61968,-43.43817,32.295616,16.599907,2.6094842,0.34949034,13.471666,9.590464,9.157143,0.88406295,3.6716814,-3.229648,4.314143,-12.470589,-0.121047094
18,18,58,71.2,48,0,05_21_16:36:16,1.9,-499.3378,89.343155,-29.919508,41.598885,12.303926,-5.1661224,-8.232327,12.097275,12.074923,3.8313508,-5.106246,4.488328,-2.0224931,1.5033062,-8.847358,4.8501396
19,19,61,57.3,51,0,05_21_16:36:16,2.0,-476.13092,81.48634,-53.74941,28.330145,10.861017,-2.3045192,0.59576416,17.23551,2.1321626,3.70964,-4.877141,3.9590774,-9.793747,-2.7581162,-1.2700382,6.784753
20,20,64,115.6,53,0,05_21_16:36:16,2.1,-487.14417,88.33206,-36.607735,31.935974,11.416748,-1.1858708,-2.615455,17.027678,6.2432804,-4.773388,-1.7104505,10.417712,-3.5789013,-7.2364316,-3.8740318,10.977324
21,21,67,31.2,56,0,05_21_16:36:16,2.2,-497.06674,87.31947,-38.517242,31.80975,10.954724,-8.010931,-7.7552013,19.87228,7.6940536,-7.793288,2.6619582,9.531563,-3.133244,0.9250928,3.936615,9.832375
22,22,70,120.8,58,0,05_21_16:36:16,2.3,-480.9917,85.818985,-53.85023,26.177212,19.44365,5.675261,-0.94449353,16.932623,-0.7192111,-6.159484,4.4911127,10.84746,-9.102064,-8.2661915,0.93294126,13.634319
23,23,73,46.9,61,0,05_21_16:36:16,2.4,-497.64975,92.14531,-35.22862,33.02449,11.100384,-3.7202017,-3.893025,19.683693,-4.260345,-7.277828,2.778843,7.6457148,-6.1788955,-3.9369607,2.0848975,1.2794812
24,24,76,49.2,63,0,05_21_16:36:16,2.5,-501.73264,87.676025,-37.409676,33.893784,18.47364,-1.4265118,-2.3834016,18.436062,-3.8454142,-11.541004,1.7959526,9.71986,-7.2088327,-3.7869418,-2.485527,5.147717
25,25,79,74.3,65,0,05_21_16:36:16,2.6,-500.4568,91.03435,-39.668118,32.077866,13.614523,0.070533276,1.6089581,17.056828,-5.983959,-7.188715,0.88817436,9.934349,-8.754937,-8.86259,-8.444165,-2.1131144
26,26,82,76.9,68,0,05_21_16:36:16,2.7,-508.3912,88.54671,-32.26173,36.507153,15.428785,-3.6536927,3.2195344,15.514076,-0.7386627,-2.7188926,-2.5408683,7.375533,-5.477914,-2.4126966,-4.2559514,0.5171173
27,27,85,51.3,70,0,05_21_16:36:16,2.8,-493.92392,88.91338,-43.85559,33.33956,19.326935,-0.35465813,-6.573356,21.76337,-6.0773735,-7.8880033,-1.2126174,7.9510183,-0.30467498,-0.82523584,-0.54962003,-1.186797
