,id,cur_depth_id,cur_hand_weight,cur_hand_id,label,data_dir,now_timegap,mfcc00,mfcc01,mfcc02,mfcc03,mfcc04,mfcc05,mfcc06,mfcc07,mfcc08,mfcc09,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15
0,0,1,24.4,1,0,05_21_02:05:52,0.1,-554.23584,113.70244,-2.4143283,4.459582,0.1454376,9.006634,7.094387,11.658126,7.5906363,8.808037,6.4582586,5.1333866,-3.8034863,0.009241223,-1.6105402,4.7913876
1,1,4,33.2,4,0,05_21_02:05:52,0.2,-545.64294,123.44504,2.0945349,11.594658,7.501582,6.305317,0.85152936,11.337167,-1.3085942,5.2095547,3.7965617,6.418665,-0.3088099,4.4248214,-4.4805374,0.22669417
2,2,7,36.3,6,0,05_21_02:05:52,0.3,-539.9669,113.158646,-2.3912592,11.712681,6.78805,2.0997357,-0.45641065,6.910679,1.2010604,8.351627,1.1234889,3.978077,-2.7763429,2.5016036,-5.3568983,7.017392
3,3,10,42.7,9,0,05_21_02:05:52,0.4,-542.4625,122.042786,4.6860676,14.483492,4.9330254,2.764832,2.0847006,8.989005,-2.6396086,2.1193142,1.3718145,2.0979085,-2.8943555,5.1470847,-2.9803638,1.8029096
4,4,13,42.0,11,0,05_21_02:05:52,0.5,-525.6953,114.59573,-12.955727,26.31839,12.671516,-0.2107009,5.409406,13.295378,-0.07677007,1.7001674,0.7749424,1.260371,-6.0195584,5.3412194,-1.5741718,-0.0712325
5,5,16,62.0,14,0,05_21_02:05:52,0.6,-486.99567,105.61797,-38.551888,37.411472,13.4558525,-10.693768,4.809229,9.247271,-10.454115,9.924492,10.865791,8.504768,6.1843033,9.796835,1.2114457,-3.072133
6,6,19,95.1,16,0,05_21_02:05:52,0.7,-446.83292,89.86522,-49.96048,43.346756,15.064443,-12.921253,-4.7840734,20.313374,-0.50476056,0.9152994,-0.18478215,9.668266,-2.3035605,-4.923087,3.4781945,-0.646394
7,7,22,57.3,19,0,05_21_02:05:52,0.8,-444.76373,80.28847,-37.59522,46.12106,16.867973,-7.2175617,11.102516,13.783508,-7.5608816,14.560414,5.897147,-2.941526,-3.2603502,13.781705,-0.13790539,-0.91673386
8,8,25,94.0,21,0,05_21_02:05:52,0.9,-429.4236,84.09155,-31.108294,42.136703,16.998116,1.6322443,8.626091,8.636427,10.873795,16.17714,-4.5831327,1.1486492,7.8892436,3.7649393,-2.7628834,1.1785253
9,9,28,115.2,24,0,05_21_02:05:52,1.0,-443.8299,82.1832,-33.529724,41.34842,12.708178,6.099854,3.737496,9.764793,10.648671,12.906736,-2.4980018,3.6942048,5.601403,4.355254,2.7285094,2.181731
10,10,31,132.1,26,0,05_21_02:05:52,1.1,-452.64413,84.726875,-23.093092,40.903893,18.258268,7.309929,3.526573,5.5328097,12.180666,11.987188,-13.334361,-2.7203186,6.605714,7.987456,-5.1585736,2.3299189
11,11,34,52.9,29,0,05_21_02:05:52,1.2,-453.99188,86.75232,-35.187775,40.24507,22.84347,4.6160817,-6.3132505,8.800023,14.320069,21.773869,-4.9335437,-6.27693,1.4212903,9.658907,-9.032022,-1.0926883
12,12,37,65.0,31,0,05_21_02:05:52,1.3,-470.41306,88.410484,-28.146255,40.892605,15.905124,1.5926614,-5.0448174,8.419276,12.154089,17.14574,-1.8562925,-14.168251,-8.996393,10.664413,-8.853388,1.6190186
13,13,40,21.7,34,0,05_21_02:05:52,1.4,-461.48886,100.18367,-22.18694,39.549797,11.824854,6.536074,-2.2581189,5.085644,0.0038889647,7.772293,4.2899933,0.2671156,-6.368801,10.945243,-3.7857137,2.288697
14,14,43,30.9,36,0,05_21_02:05:52,1.5,-464.95914,95.854385,-36.65902,34.656654,16.804857,4.066553,3.183986,7.3415155,-2.320507,14.178358,3.8825886,-9.516901,-10.612282,11.789719,-2.1548147,3.0983524
15,15,46,70.8,39,0,05_21_02:05:52,1.6,-462.16376,94.56802,-34.90323,40.468098,12.452305,3.5774515,1.7533624,0.7157253,-4.025374,13.684626,5.1043634,-11.022274,-19.849375,19.0769,4.645152,2.7309182
16,16,49,98.2,41,0,05_21_02:05:52,1.7,-489.01044,105.29524,-25.08456,31.219883,14.717353,0.30849475,1.3730896,1.9291272,2.4302292,6.3510866,2.408461,-5.064945,-6.910708,11.760555,1.2822671,1.2775218
17,17,52,19.0,44,0,05_21_02:05:52,1.8,-465.9503,96.35159,-35.90289,39.674805,15.535161,-3.1963563,-3.9518466,6.7271223,-0.42827845,11.227661,3.801834,3.0258548,-8.229895,9.812215,-2.793837,-10.991844
18,18,55,37.5,46,0,05_21_02:05:52,1.9,-477.67996,84.95578,-35.365807,35.59922,9.95858,-4.831399,2.8906276,17.252237,-8.441324,-3.8158193,2.1415634,10.690294,-8.157275,6.3152056,-9.927181,-1.1527249
19,19,58,135.0,49,0,05_21_02:05:52,2.0,-494.2703,104.82669,-24.817268,27.969208,18.064314,3.5102577,-0.2013578,17.421818,8.764875,-6.4197364,-5.7861624,7.374914,-4.2985916,-2.5558627,-6.700045,9.946953
20,20,61,62.6,51,0,05_21_02:05:52,2.1,-468.28824,96.71811,-42.13839,34.060356,15.621548,0.19134267,0.2693539,16.509848,-2.574328,-3.0946963,5.0313044,16.703743,-2.9481058,5.001362,2.77147,6.7580376
21,21,64,40.3,54,0,05_21_02:05:52,2.2,-494.68893,100.12147,-25.3101,34.398857,16.363392,2.544131,-0.21475692,17.553232,1.6962551,-8.000359,0.8924851,13.117592,-4.166511,3.2200744,3.9522243,13.468304
