,id,cur_depth_id,cur_hand_weight,cur_hand_id,label,data_dir,now_timegap,mfcc00,mfcc01,mfcc02,mfcc03,mfcc04,mfcc05,mfcc06,mfcc07,mfcc08,mfcc09,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15
0,0,4,31.8,2,0,05_21_22:24:02,0.1,-455.14703,88.29445,1.7855563,8.005865,3.6568546,-11.84735,-11.753936,-8.8536,-1.4639635,17.94706,5.8961153,2.6789994,-18.596163,7.1977286,-5.464181,-21.14484
1,1,7,24.8,5,0,05_21_22:24:02,0.2,-480.2598,95.09041,-4.9712944,25.462084,14.551638,4.5896435,-15.672762,1.6167966,9.228674,3.9856663,4.556182,-1.8976592,-9.803389,-0.52182186,-4.513262,6.847389
2,2,10,28.2,7,0,05_21_22:24:02,0.3,-470.6505,103.54251,-18.67831,12.771225,6.209356,2.8601289,4.1018043,-2.1364858,-5.9747543,6.174815,5.5363574,8.325336,-8.133186,-13.194708,-18.219872,0.24562871
3,3,11,33.4,8,0,05_21_22:24:02,0.4,-470.4688,96.643326,-20.36111,32.22901,16.703705,-10.268776,-20.006798,3.7734673,-0.85054696,6.3351336,13.9115925,7.622554,-21.732433,6.5838127,-1.0809481,-10.112201
4,4,16,71.3,11,0,05_21_22:24:02,0.5,-499.11014,107.0712,-7.2515135,29.373888,15.907513,0.75827205,6.5279436,-0.04894197,-12.109892,5.9559784,5.4592505,5.0453463,-3.6684463,-2.434217,-10.674478,-1.2654384
5,5,18,35.0,14,0,05_21_22:24:02,0.6,-475.4101,99.9626,-14.2910385,21.272018,8.893448,2.6451778,8.101292,0.95710325,-12.375994,-1.446596,7.4356136,5.178726,-19.469767,-5.925399,4.2840977,6.0364747
6,6,22,49.7,17,0,05_21_22:24:02,0.7,-457.90878,83.00844,-11.628252,32.38973,17.653263,-10.8883,16.356556,6.0422997,-7.103739,-0.6159955,5.3078346,7.4740067,-13.114879,0.93648,-10.065538,-13.761919
7,7,25,119.3,20,0,05_21_22:24:02,0.8,-435.93478,101.49658,-36.386513,47.365192,17.302206,-10.142141,-2.1941118,7.9299316,-5.1127167,2.067067,-6.300777,-5.803133,-4.9259796,4.542662,-2.6440773,-2.0805073
8,8,28,69.4,22,0,05_21_22:24:02,0.9,-409.64655,96.36958,-38.878082,26.082134,8.8605,-6.2165956,-10.6971035,7.746601,0.14466526,9.826134,20.6179,11.996719,-0.92516047,5.6030645,-1.0914357,-9.014887
9,9,31,64.8,24,0,05_21_22:24:02,1.0,-418.23334,85.18543,-34.463608,40.17687,17.505398,-9.7620945,-0.50369817,4.5505614,-7.9487314,1.5840495,8.6700535,17.953247,0.20774114,6.575903,-3.326672,-9.366539
10,10,34,72.5,28,0,05_21_22:24:02,1.1,-432.93768,80.93303,-22.16898,38.459885,14.726431,-1.000966,7.679576,10.973255,-1.3088686,11.773618,-4.320985,-8.529964,-9.188509,7.172823,-3.8180785,-5.8023663
11,11,36,37.3,29,0,05_21_22:24:02,1.2,-426.67825,83.69267,-27.590914,39.725525,8.167483,-2.4100227,-6.4776964,8.057003,-0.53089464,12.151667,6.801022,-2.7464137,-1.8537365,8.264489,-7.3321247,-7.0365067
12,12,40,92.6,30,0,05_21_22:24:02,1.3,-429.29456,93.984344,-23.84706,33.39363,8.747092,-3.043067,-1.4964516,5.664278,-6.2197766,18.68643,21.855312,6.986858,-3.8636737,10.188513,-5.7109394,-10.049134
13,13,43,33.4,35,0,05_21_22:24:02,1.4,-411.43137,89.0914,-33.432198,35.71499,5.170312,-11.236255,2.013578,9.754871,-12.998757,4.05652,10.546781,0.09495057,4.889659,15.124058,0.29826242,-4.8705893
14,14,46,82.1,38,0,05_21_22:24:02,1.5,-418.63,75.11928,-30.163841,39.651077,10.499197,-7.966567,4.7188177,8.2661915,-11.24287,13.497437,8.431105,-8.477903,-0.68663794,4.5328274,-0.688184,4.9891906
15,15,49,82.4,40,0,05_21_22:24:02,1.6,-420.4412,84.14899,-21.766106,38.668484,12.528542,-5.5746765,-7.7585344,-0.14694595,-4.2562795,14.734987,6.4541435,-0.81124455,2.2957077,11.987047,-7.670844,-4.7446585
16,16,52,69.0,42,0,05_21_22:24:02,1.7,-409.16553,83.26684,-34.76014,47.38955,13.592469,-10.637383,-4.171608,13.24794,-3.3541393,8.306125,6.5055637,-1.3216295,11.263922,9.651049,-10.15933,-3.020963
17,17,55,76.6,45,0,05_21_22:24:02,1.8,-411.40033,68.70798,-32.95059,45.3808,19.512363,1.9778733,-1.8312428,11.287611,4.805931,8.186516,-10.626449,-4.2385836,9.475464,-1.736119,-10.02353,1.7814331
